,Descripcion,Mililitros,Precio,Descuento,PrecioConDescuento,NombreJumbo,Nombre2,Descripcion2,Mililitros2,Precio2,Descuento2,PrecioConDescuento2,archivo1,archivo2
913,Aguardiente blanco sin azucar garrafa x1750ml,x1750ml,$ 88.590,- 10 %,$ 79.731,BLANCO DEL VALLE,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,255.0,123.0
914,Aguardiente blanco sin azucar garrafa x1750ml,x1750ml,$ 88.590,- 10 %,$ 79.731,BLANCO DEL VALLE,ANTIOQUENO,Aguardiente antioqueño sin azúcar garrafa x 2000 ml,2000 ml,$ 115.200,0,$ 115.200,255.0,124.0
915,Aguardiente blanco sin azucar garrafa x1750ml,x1750ml,$ 88.590,- 10 %,$ 79.731,BLANCO DEL VALLE,NECTAR,Aguardiente club s/azucar NECTAR 750 Mililitro,750 Mililitro,$ 32.600,-15 %,$ 27.710,255.0,160.0
916,Aguardiente blanco sin azucar garrafa x1750ml,x1750ml,$ 88.590,- 10 %,$ 79.731,BLANCO DEL VALLE,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,255.0,189.0
917,Aguardiente blanco sin azucar garrafa x1750ml,x1750ml,$ 88.590,- 10 %,$ 79.731,BLANCO DEL VALLE,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,255.0,241.0
918,Aguardiente cristal s bot.x750ml,bot.x750ml,$ 37.990,,$ 79.731,CRISTAL,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,256.0,70.0
919,Aguardiente cristal s bot.x750ml,bot.x750ml,$ 37.990,,$ 79.731,CRISTAL,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,256.0,74.0
920,Aguardiente cristal s bot.x750ml,bot.x750ml,$ 37.990,,$ 79.731,CRISTAL,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,256.0,123.0
921,Aguardiente cristal s bot.x750ml,bot.x750ml,$ 37.990,,$ 79.731,CRISTAL,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,256.0,189.0
922,Aguardiente cristal s bot.x750ml,bot.x750ml,$ 37.990,,$ 79.731,CRISTAL,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,256.0,235.0
923,Ron Marqués del valle 3 años botella x375 ml,ml,$ 28.990,,$ 79.731,MARQUES,GRAJALES,Crema De Whisky Grajales Botella x 750 ml,750 ml,$ 42.950,-15 %,$ 36.508,257.0,132.0
924,Ron Marqués del valle 3 años botella x375 ml,ml,$ 28.990,,$ 79.731,MARQUES,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,257.0,141.0
925,Ron Marqués del valle 3 años botella x375 ml,ml,$ 28.990,,$ 79.731,MARQUES,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,257.0,179.0
926,Aguardiente cristal xs 24° x750 ml,ml,$ 29.990,,$ 79.731,CRISTAL,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,258.0,70.0
927,Aguardiente cristal xs 24° x750 ml,ml,$ 29.990,,$ 79.731,CRISTAL,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,258.0,74.0
928,Aguardiente cristal xs 24° x750 ml,ml,$ 29.990,,$ 79.731,CRISTAL,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,258.0,123.0
929,Aguardiente cristal xs 24° x750 ml,ml,$ 29.990,,$ 79.731,CRISTAL,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,258.0,128.0
930,Aguardiente cristal xs 24° x750 ml,ml,$ 29.990,,$ 79.731,CRISTAL,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,258.0,189.0
931,Aguardiente cristal xs 24° x750 ml,ml,$ 29.990,,$ 79.731,CRISTAL,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,258.0,235.0
932,Aguardiente Amarillo De Manzanares 24° x750ml,x750ml,$ 51.990,,$ 79.731,AMARILLO,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,259.0,70.0
933,Aguardiente Amarillo De Manzanares 24° x750ml,x750ml,$ 51.990,,$ 79.731,AMARILLO,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,259.0,74.0
934,Aguardiente Amarillo De Manzanares 24° x750ml,x750ml,$ 51.990,,$ 79.731,AMARILLO,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,259.0,123.0
935,Aguardiente Amarillo De Manzanares 24° x750ml,x750ml,$ 51.990,,$ 79.731,AMARILLO,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,259.0,235.0
936,Whisky Old Parr 12 años x750ml + 2 vasos,vasos,$ 137.990,,$ 79.731,OLD PARR,OLD PARR,Whisky Old Parr 12 Años x 500 Ml,500 Ml,$ 96.900,-15 %,$ 82.365,260.0,81.0
937,Whisky Old Parr 12 años x750ml + 2 vasos,vasos,$ 137.990,,$ 79.731,OLD PARR,OLD PARR,WHISKY OLD PARR 12 A/OS OLD PARR 1000 ml,1000 ml,$ 178.100,$ 173.000,$ 173.000,260.0,88.0
938,Crema de whisky Baileys x700ml,x700ml,$ 69.990,,$ 79.731,BAILEYS,BAILEYS,Crema De Whisky Baileys x 375 Ml,375 Ml,$ 44.250,$ 42.000,$ 42.000,261.0,25.0
939,Crema de whisky Baileys x700ml,x700ml,$ 69.990,,$ 79.731,BAILEYS,BAILEYS,CREMA DE WHISKY BAILEYS 1000 ml,1000 ml,$ 101.200,$ 96.000,$ 96.000,261.0,28.0
940,Crema de whisky Baileys x700ml,x700ml,$ 69.990,,$ 79.731,BAILEYS,GRAJALES,Crema De Whisky Grajales Botella x 750 ml,750 ml,$ 42.950,-15 %,$ 36.508,261.0,132.0
941,Crema de whisky Baileys x700ml,x700ml,$ 69.990,,$ 79.731,BAILEYS,COLOMA,Crema De Whisky Coloma x 750ml,x 750ml,$ 46.250,-15 %,$ 39.313,261.0,201.0
942,Whisky Macallan Double Cask 12 años botella x700ml,x700ml,$ 421.990,,$ 79.731,THE MACALLAN,OLD PARR,Whisky Old Parr 12 Años x 500 Ml,500 Ml,$ 96.900,-15 %,$ 82.365,268.0,81.0
943,Whisky Macallan Double Cask 12 años botella x700ml,x700ml,$ 421.990,,$ 79.731,THE MACALLAN,MACALLAN,Whisky Macallan Double Cask 12 años x 700 ml,700 ml,$ 351.200,-15 %,$ 298.520,268.0,135.0
944,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,271.0,40.0
945,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 375 Mililitro,375 Mililitro,$ 23.700,0,$ 23.700,271.0,55.0
946,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,271.0,64.0
947,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados botella x 750 ml,750 ml,$ 38.900,0,$ 38.900,271.0,65.0
948,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,271.0,70.0
949,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados media x 375 ml,375 ml,$ 19.800,0,$ 19.800,271.0,71.0
950,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,271.0,74.0
951,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados tetra x 1050 ml,1050 ml,$ 42.900,0,$ 42.900,271.0,82.0
952,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,271.0,123.0
953,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar garrafa x 2000 ml,2000 ml,$ 115.200,0,$ 115.200,271.0,124.0
954,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,271.0,128.0
955,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,271.0,189.0
956,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,NECTAR,Aguardiente media NECTAR 375 Mililitro,375 Mililitro,$ 17.600,-15 %,$ 14.960,271.0,191.0
957,Aguardiente Antioqueño x 375 ml,ml,$ 24.590,- 10 %,$ 22.131,ANTIOQUENO,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,271.0,235.0
958,Tequila sierra silver 75% agave azul x 750 ml,ml,$ 85.990,,$ 22.131,SIERRA,PATRON,Tequila Silver PATRON 700 ml,700 ml,$ 212.000,-15 %,$ 180.200,272.0,106.0
959,Aperitivo Jagermeister botella x 700 ml,ml,$ 98.990,,$ 22.131,JAGERMEISTER,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,273.0,141.0
960,Aperitivo Jagermeister botella x 700 ml,ml,$ 98.990,,$ 22.131,JAGERMEISTER,DUBONNET,Aperitivo dubonnet x 750 ml,750 ml,$ 57.000,-15 %,$ 48.450,273.0,144.0
961,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,274.0,40.0
962,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,274.0,64.0
963,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados botella x 750 ml,750 ml,$ 38.900,0,$ 38.900,274.0,65.0
964,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados media x 375 ml,375 ml,$ 19.800,0,$ 19.800,274.0,71.0
965,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,274.0,74.0
966,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados tetra x 1050 ml,1050 ml,$ 42.900,0,$ 42.900,274.0,82.0
967,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar garrafa x 2000 ml,2000 ml,$ 115.200,0,$ 115.200,274.0,124.0
968,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,274.0,128.0
969,Aguardiente Antioqueño tetra prisma x 1050 ml,ml,$ 53.990,- 10 %,$ 48.591,ANTIOQUENO,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,274.0,235.0
970,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,275.0,40.0
971,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,275.0,64.0
972,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados botella x 750 ml,750 ml,$ 38.900,0,$ 38.900,275.0,65.0
973,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados media x 375 ml,375 ml,$ 19.800,0,$ 19.800,275.0,71.0
974,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,275.0,74.0
975,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados tetra x 1050 ml,1050 ml,$ 42.900,0,$ 42.900,275.0,82.0
976,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,275.0,123.0
977,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar garrafa x 2000 ml,2000 ml,$ 115.200,0,$ 115.200,275.0,124.0
978,Aguardiente Antioqueño garrafa x 2000 ml,ml,$ 89.290,- 10 %,$ 80.361,ANTIOQUENO,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,275.0,128.0
979,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,277.0,40.0
980,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,277.0,64.0
981,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados botella x 750 ml,750 ml,$ 38.900,0,$ 38.900,277.0,65.0
982,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados media x 375 ml,375 ml,$ 19.800,0,$ 19.800,277.0,71.0
983,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,277.0,74.0
984,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados tetra x 1050 ml,1050 ml,$ 42.900,0,$ 42.900,277.0,82.0
985,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,277.0,123.0
986,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,ANTIOQUENO,Aguardiente antioqueño sin azúcar garrafa x 2000 ml,2000 ml,$ 115.200,0,$ 115.200,277.0,124.0
987,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,277.0,128.0
988,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,277.0,235.0
989,Aguardiente Antioqueño botella x 1000 ml,ml,$ 45.890,- 10 %,$ 41.301,ANTIOQUENO,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,277.0,241.0
990,Ron Viejo De Caldas Tradicional x375ml,x375ml,$ 28.990,,$ 41.301,VIEJO DE CALDAS,VIEJO DE CALDAS,RON ROBLE BLANCO VIEJO DE CALDAS 750 ml,750 ml,$ 40.800,0,$ 40.800,278.0,104.0
991,Ron Viejo De Caldas Tradicional x375ml,x375ml,$ 28.990,,$ 41.301,VIEJO DE CALDAS,VIEJO DE CALDAS,RON GRAN RSVA 15AOS VIEJO DE CALDAS 750 ml,750 ml,$ 118.700,0,$ 118.700,278.0,204.0
992,Tequila El Jimador Blanco x750ml,x750ml,$ 107.990,0,$ 107.990,JIMADOR,GRAN CENTENARIO,TEQUILA REPOSADO GRAN CENTENARIO 700 ml,700 ml,$ 107.000,-15 %,$ 90.950,280.0,58.0
993,Tequila El Jimador Blanco x750ml,x750ml,$ 107.990,0,$ 107.990,JIMADOR,JIMADOR,Tequila Jimador Reposado x 750 ml,750 ml,$ 104.200,-15 %,$ 88.570,280.0,92.0
994,Tequila El Jimador Blanco x750ml,x750ml,$ 107.990,0,$ 107.990,JIMADOR,PATRON,Tequila Silver PATRON 700 ml,700 ml,$ 212.000,-15 %,$ 180.200,280.0,106.0
995,Tequila El Jimador Blanco x750ml,x750ml,$ 107.990,0,$ 107.990,JIMADOR,JOSE CUERVO,TEQUILA TRADICIONAL JOSE CUERVO 750 ml,750 ml,$ 132.100,-15 %,$ 112.285,280.0,159.0
996,Tequila El Jimador Blanco x750ml,x750ml,$ 107.990,0,$ 107.990,JIMADOR,JIMADOR,Tequila Reposado JIMADOR 700 ml,700 ml,$ 121.000,-15 %,$ 102.850,280.0,230.0
997,Chivas Regal Extra 13 tequila Cask x700ml,x700ml,$ 175.890,,$ 107.990,CHIVAS REGAL,CHIVAS REGAL,Chivas Regal CHIVAS REGAL 700 ml,700 ml,$ 140.690,-15 %,$ 119.587,281.0,56.0
998,Ginebra hendrick`s gin x 750 ml,ml,$ 235.990,,$ 107.990,HENDRICK´S,GINEBRAS,Ginebra Greenalls botella x 750 ml,750 ml,$ 74.700,-15 %,$ 63.495,282.0,163.0
999,Ginebra hendrick`s gin x 750 ml,ml,$ 235.990,,$ 107.990,HENDRICK´S,GORDON'S,Ginebra GORDON S premium pink x 700 ml,700 ml,$ 96.100,$ 90.000,$ 90.000,282.0,195.0
1000,Ginebra hendrick`s gin x 750 ml,ml,$ 235.990,,$ 107.990,HENDRICK´S,HENDRICK'S,Ginebra HENDRICKS 750 ml,750 ml,$ 226.400,-15 %,$ 192.440,282.0,232.0
1001,Ginebra monkey 47 botx500ml,botx500ml,$ 250.890,,$ 107.990,MONKEY,BOMBAY,Ginebra sapphire 700 ml,700 ml,$ 115.500,-15 %,$ 98.175,284.0,103.0
1002,Whisky Gentleman Jack x750ml,x750ml,$ 167.990,,$ 107.990,JACK DANIEL'S,CLAN MACGREGOR,Whisky Joven CLAN MACGREGOR 700 ml,700 ml,$ 32.500,-15 %,$ 27.625,285.0,62.0
1003,Whisky Chivas Regal litron x1750ml,x1750ml,$ 278.890,,$ 107.990,CHIVAS REGAL,CHIVAS REGAL,Chivas 12 1000 CHIVAS REGAL 1000 ml,1000 ml,$ 172.900,-15 %,$ 146.965,286.0,26.0
1004,Whisky Chivas Regal litron x1750ml,x1750ml,$ 278.890,,$ 107.990,CHIVAS REGAL,BUCHANAN S,Whisky Buchanans Deluxe x 750 ml,750 ml,$ 157.500,$ 153.000,$ 153.000,286.0,27.0
1005,Whisky Chivas Regal litron x1750ml,x1750ml,$ 278.890,,$ 107.990,CHIVAS REGAL,CHIVAS REGAL,Chivas Regal CHIVAS REGAL 700 ml,700 ml,$ 140.690,-15 %,$ 119.587,286.0,56.0
1006,Ginebra Bombay Sapphire London Dry botella x 500 ml,ml,$ 109.990,,$ 107.990,BOMBAYSAPPHIRE,GINEBRAS,Ginebra Greenalls botella x 750 ml,750 ml,$ 74.700,-15 %,$ 63.495,287.0,163.0
1007,Ron parce reserva especial anejo 12 anos botella x 750 ml,ml,$ 264.990,- 10 %,$ 238.491,PARCE,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,288.0,179.0
1008,Tequila reserva 1800 silver x750 ml,ml,$ 188.990,,$ 238.491,1800,PATRON,Tequila Silver PATRON 700 ml,700 ml,$ 212.000,-15 %,$ 180.200,289.0,106.0
1009,Tequila reserva 1800 silver x750 ml,ml,$ 188.990,,$ 238.491,1800,JIMADOR,Tequila Reposado JIMADOR 700 ml,700 ml,$ 121.000,-15 %,$ 102.850,289.0,230.0
1010,Whisky Passport escoces x1000ml,x1000ml,$ 65.890,,$ 238.491,PASSPORT,OLD PARR,Whisky Old Parr 12 Años x 500 Ml,500 Ml,$ 96.900,-15 %,$ 82.365,290.0,81.0
1011,Ginebra Bombay Bramble botella x700ml,x700ml,$ 165.990,,$ 238.491,BOMBAY,GINEBRAS,Ginebra Greenalls botella x 750 ml,750 ml,$ 74.700,-15 %,$ 63.495,291.0,163.0
1012,Vodka Titos botella x 750 ml,ml,$ 141.990,,$ 238.491,TITOS,GRAJALES,Crema De Whisky Grajales Botella x 750 ml,750 ml,$ 42.950,-15 %,$ 36.508,292.0,132.0
1013,Vodka Titos botella x 750 ml,ml,$ 141.990,,$ 238.491,TITOS,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,292.0,141.0
1014,Vodka Titos botella x 750 ml,ml,$ 141.990,,$ 238.491,TITOS,DUBONNET,Aperitivo dubonnet x 750 ml,750 ml,$ 57.000,-15 %,$ 48.450,292.0,144.0
1015,Vodka Titos botella x 750 ml,ml,$ 141.990,,$ 238.491,TITOS,GINEBRAS,Ginebra Greenalls botella x 750 ml,750 ml,$ 74.700,-15 %,$ 63.495,292.0,163.0
1016,Vodka Titos botella x 750 ml,ml,$ 141.990,,$ 238.491,TITOS,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,292.0,179.0
1017,Vodka Titos botella x 750 ml,ml,$ 141.990,,$ 238.491,TITOS,MONTERIO,Vino Tinto Tempranillo Morande x 750 ml,750 ml,$ 52.700,-11 %,$ 47.000,292.0,184.0
1018,Vodka Titos botella x 750 ml,ml,$ 141.990,,$ 238.491,TITOS,CASILLERO DEL DIABLO,Vino Tinto Malbec Casillero x 750 ml,750 ml,$ 71.900,-15 %,$ 61.115,292.0,210.0
1019,Vodka Titos botella x 750 ml,ml,$ 141.990,,$ 238.491,TITOS,SANTIAGO 1541,Vino Tinto Merlot Santiago x 750 ml,750 ml,$ 41.900,-15 %,$ 35.615,292.0,239.0
1020,Aguardiente Jubilo x750ml,x750ml,$ 224.990,,$ 238.491,JUBILO,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,293.0,40.0
1021,Aguardiente Jubilo x750ml,x750ml,$ 224.990,,$ 238.491,JUBILO,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,293.0,70.0
1022,Aguardiente Jubilo x750ml,x750ml,$ 224.990,,$ 238.491,JUBILO,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,293.0,74.0
1023,Aguardiente Jubilo x750ml,x750ml,$ 224.990,,$ 238.491,JUBILO,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,293.0,123.0
1024,Aguardiente Jubilo x750ml,x750ml,$ 224.990,,$ 238.491,JUBILO,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,293.0,128.0
1025,Aguardiente Jubilo x750ml,x750ml,$ 224.990,,$ 238.491,JUBILO,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,293.0,189.0
1026,Aguardiente Jubilo x750ml,x750ml,$ 224.990,,$ 238.491,JUBILO,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,293.0,235.0
1027,Aguardiente Jubilo x750ml,x750ml,$ 224.990,,$ 238.491,JUBILO,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,293.0,241.0
1028,Vodka Absolut mandarina botella x700ml,x700ml,$ 96.890,,$ 238.491,ABSOLUT,ABSOLUT,Vodka Absolut ABSOLUT 1000 ml,1000 ml,$ 108.100,-15 %,$ 91.885,294.0,34.0
1029,Vodka Absolut mandarina botella x700ml,x700ml,$ 96.890,,$ 238.491,ABSOLUT,ABSOLUT,Vodka Absolut ABSOLUT 700 ml,700 ml,$ 81.900,-15 %,$ 69.615,294.0,86.0
1030,Tequila reserva 1800 aÑejo x 750 ml,ml,$ 242.990,,$ 238.491,1800,JIMADOR,Tequila Jimador Reposado x 750 ml,750 ml,$ 104.200,-15 %,$ 88.570,295.0,92.0
1031,Tequila reserva 1800 aÑejo x 750 ml,ml,$ 242.990,,$ 238.491,1800,PATRON,Tequila Silver PATRON 700 ml,700 ml,$ 212.000,-15 %,$ 180.200,295.0,106.0
